Pref,YearMonth,Y,Y_severe,Y_mild,Z_mild_1,Z_mild_2,Z_mild_3,Z_severe_1,Z_severe_2,Z_severe_3,pop
5101,2009/1/1,35,0,35,0,0,0,0,0,0,13735535
5101,2009/2/1,49,0,49,0,0,0,0,0,0,13735535
5101,2009/3/1,337,0,337,0,1,1,0,0,0,13735535
5101,2009/4/1,1133,0,1133,0,7,1,0,0,0,13735535
5101,2009/5/1,1016,2,1014,0,4,6,0,1,1,13735535
5101,2009/6/1,940,0,940,0,6,2,0,0,0,13735535
5101,2009/7/1,870,2,868,0,0,2,0,1,0,13735535
5101,2009/8/1,449,0,449,0,2,0,0,0,0,13735535
5101,2009/9/1,604,2,602,0,0,0,0,2,0,13735535
5101,2009/10/1,930,0,930,1,1,0,0,0,0,13735535
5101,2009/11/1,1523,1,1522,4,0,0,0,1,0,13735535
5101,2009/12/1,1242,2,1240,4,1,2,0,0,0,13735535
5101,2010/1/1,1375,0,1375,0,0,0,0,0,0,14047040
5101,2010/2/1,508,1,507,6,4,0,0,0,1,14047040
5101,2010/3/1,2160,0,2160,28,5,1,0,0,0,14047040
5101,2010/4/1,5698,13,5685,28,8,3,2,8,2,14047040
5101,2010/5/1,4302,7,4295,10,6,4,0,2,2,14047040
5101,2010/6/1,2069,11,2058,6,10,3,0,3,4,14047040
5101,2010/7/1,1469,14,1455,3,7,2,0,4,4,14047040
5101,2010/8/1,501,6,495,5,5,2,0,4,0,14047040
5101,2010/9/1,416,9,407,2,3,2,1,2,1,14047040
5101,2010/10/1,364,6,358,0,4,1,0,3,2,14047040
5101,2010/11/1,577,4,573,1,4,3,0,3,0,14047040
5101,2010/12/1,596,7,589,0,0,1,0,3,3,14047040
5101,2011/1/1,274,1,273,0,0,0,0,1,0,14276993
5101,2011/2/1,106,0,106,0,0,0,0,0,0,14276993
5101,2011/3/1,582,10,572,0,14,3,0,4,2,14276993
5101,2011/4/1,1588,27,1561,1,30,4,0,18,0,14276993
5101,2011/5/1,2695,31,2664,11,85,10,0,25,3,14276993
5101,2011/6/1,3118,56,3062,1,55,8,0,30,4,14276993
5101,2011/7/1,1981,59,1922,3,63,12,0,32,5,14276993
5101,2011/8/1,863,19,844,4,18,1,0,11,0,14276993
5101,2011/9/1,814,22,792,10,21,6,1,15,0,14276993
5101,2011/10/1,1411,20,1391,29,20,10,1,8,4,14276993
5101,2011/11/1,3252,26,3226,35,16,4,2,11,1,14276993
5101,2011/12/1,2590,14,2576,18,10,0,1,4,0,14276993
5101,2012/1/1,820,5,815,8,2,0,3,0,0,14435054
5101,2012/2/1,931,8,923,22,4,1,0,3,0,14435054
5101,2012/3/1,2193,9,2184,55,2,7,3,0,2,14435054
5101,2012/4/1,3206,19,3187,46,5,17,6,5,1,14435054
5101,2012/5/1,4052,34,4018,72,2,22,8,5,6,14435054
5101,2012/6/1,3407,24,3383,43,10,14,7,1,6,14435054
5101,2012/7/1,1972,24,1948,28,5,33,3,3,5,14435054
5101,2012/8/1,1066,4,1062,16,5,50,0,3,0,14435054
5101,2012/9/1,1106,6,1100,14,0,37,1,2,0,14435054
5101,2012/10/1,1787,8,1779,11,4,63,0,2,5,14435054
5101,2012/11/1,1799,8,1791,6,4,22,0,2,1,14435054
5101,2012/12/1,1135,5,1130,1,8,17,0,2,1,14435054
5101,2013/1/1,530,6,524,0,5,7,0,1,0,14539172
5101,2013/2/1,208,1,207,0,3,3,0,1,0,14539172
5101,2013/3/1,651,12,639,2,12,10,0,4,2,14539172
5101,2013/4/1,1634,39,1595,4,70,21,0,23,5,14539172
5101,2013/5/1,2385,80,2305,3,71,38,1,31,15,14539172
5101,2013/6/1,2627,95,2532,4,52,33,0,24,18,14539172
5101,2013/7/1,2236,124,2112,5,41,54,0,28,23,14539172
5101,2013/8/1,1282,45,1237,4,14,27,0,10,7,14539172
5101,2013/9/1,1777,37,1740,2,9,73,0,8,13,14539172
5101,2013/10/1,2871,30,2841,3,8,93,1,1,13,14539172
5101,2013/11/1,3917,40,3877,4,10,124,1,9,12,14539172
5101,2013/12/1,2124,18,2106,1,4,44,1,2,3,14539172
5101,2014/1/1,1099,14,1085,2,6,23,1,2,6,14607324
5101,2014/2/1,823,12,811,8,3,10,1,5,2,14607324
5101,2014/3/1,4003,25,3978,25,19,37,0,6,6,14607324
5101,2014/4/1,6396,76,6320,55,18,94,7,12,29,14607324
5101,2014/5/1,3827,55,3772,63,28,56,4,20,17,14607324
5101,2014/6/1,3606,70,3536,72,25,59,8,23,18,14607324
5101,2014/7/1,3444,43,3401,21,15,49,4,5,18,14607324
5101,2014/8/1,1583,40,1543,25,6,24,5,2,13,14607324
5101,2014/9/1,2713,29,2684,30,3,47,0,1,9,14607324
5101,2014/10/1,4730,39,4691,35,16,73,2,4,15,14607324
5101,2014/11/1,5097,28,5069,15,6,57,3,4,7,14607324
5101,2014/12/1,3090,10,3080,15,5,34,0,1,3,14607324
5101,2015/1/1,1719,6,1713,13,4,31,0,1,5,14657485
5101,2015/2/1,752,3,749,1,2,17,0,2,0,14657485
5101,2015/3/1,1158,10,1148,8,10,34,0,3,3,14657485
5101,2015/4/1,3206,39,3167,35,21,95,1,10,10,14657485
5101,2015/5/1,3100,45,3055,23,31,99,0,15,15,14657485
5101,2015/6/1,3048,64,2984,16,25,102,0,19,23,14657485
5101,2015/7/1,2824,31,2793,16,11,125,1,6,8,14657485
5101,2015/8/1,971,8,963,3,2,32,0,2,1,14657485
5101,2015/9/1,1194,6,1188,0,5,60,0,3,3,14657485
5101,2015/10/1,2420,15,2405,8,11,124,1,7,3,14657485
5101,2015/11/1,4113,13,4100,9,12,104,0,1,5,14657485
5101,2015/12/1,4373,14,4359,7,10,96,0,7,5,14657485
5103,2009/1/1,2,0,2,0,0,0,0,0,0,2678108
5103,2009/2/1,1,0,1,0,0,0,0,0,0,2678108
5103,2009/3/1,5,0,5,0,0,0,0,0,0,2678108
5103,2009/4/1,21,0,21,0,3,0,0,0,0,2678108
5103,2009/5/1,14,0,14,0,0,0,0,0,0,2678108
5103,2009/6/1,24,0,24,0,0,0,0,0,0,2678108
5103,2009/7/1,15,0,15,0,0,0,0,0,0,2678108
5103,2009/8/1,8,0,8,0,0,0,0,0,0,2678108
5103,2009/9/1,15,0,15,0,0,0,0,0,0,2678108
5103,2009/10/1,25,0,25,0,0,0,0,0,0,2678108
5103,2009/11/1,97,0,97,0,0,0,0,0,0,2678108
5103,2009/12/1,79,0,79,0,0,0,0,0,0,2678108
5103,2010/1/1,85,0,85,0,0,0,0,0,0,2678986
5103,2010/2/1,46,0,46,0,0,0,0,0,0,2678986
5103,2010/3/1,80,0,80,0,0,0,0,0,0,2678986
5103,2010/4/1,208,0,208,14,2,3,0,0,0,2678986
5103,2010/5/1,218,0,218,5,0,0,0,0,0,2678986
5103,2010/6/1,158,0,158,0,1,0,0,0,0,2678986
5103,2010/7/1,102,0,102,0,1,0,0,0,0,2678986
5103,2010/8/1,23,0,23,0,0,0,0,0,0,2678986
5103,2010/9/1,46,1,45,0,0,0,0,1,0,2678986
5103,2010/10/1,25,0,25,0,0,0,0,0,0,2678986
5103,2010/11/1,18,0,18,0,0,0,0,0,0,2678986
5103,2010/12/1,18,0,18,0,0,0,0,0,0,2678986
5103,2011/1/1,18,0,18,0,0,0,0,0,0,2687637
5103,2011/2/1,9,0,9,0,0,0,0,0,0,2687637
5103,2011/3/1,26,0,26,0,0,1,0,0,0,2687637
5103,2011/4/1,56,0,56,5,0,0,0,0,0,2687637
5103,2011/5/1,79,1,78,3,1,0,0,0,0,2687637
5103,2011/6/1,93,0,93,0,2,0,0,0,0,2687637
5103,2011/7/1,105,0,105,0,1,0,0,0,0,2687637
5103,2011/8/1,34,0,34,0,0,0,0,0,0,2687637
5103,2011/9/1,35,0,35,0,0,0,0,0,0,2687637
5103,2011/10/1,86,0,86,0,0,1,0,0,0,2687637
5103,2011/11/1,183,1,182,8,3,1,0,0,0,2687637
5103,2011/12/1,148,0,148,2,2,0,0,0,0,2687637
5103,2012/1/1,52,0,52,1,0,0,0,0,0,2702680
5103,2012/2/1,40,0,40,0,0,0,0,0,0,2702680
5103,2012/3/1,73,0,73,3,1,4,0,0,0,2702680
5103,2012/4/1,119,1,118,11,1,1,0,1,0,2702680
5103,2012/5/1,236,0,236,20,0,1,0,0,0,2702680
5103,2012/6/1,124,0,124,1,0,0,0,0,0,2702680
5103,2012/7/1,50,0,50,0,0,0,0,0,0,2702680
5103,2012/8/1,37,0,37,0,0,1,0,0,0,2702680
5103,2012/9/1,24,0,24,0,0,0,0,0,0,2702680
5103,2012/10/1,58,0,58,0,0,0,0,0,0,2702680
5103,2012/11/1,24,0,24,0,0,0,0,0,0,2702680
5103,2012/12/1,29,0,29,0,0,0,0,0,0,2702680
5103,2013/1/1,14,0,14,0,0,0,0,0,0,2722519
5103,2013/2/1,6,0,6,0,0,0,0,0,0,2722519
5103,2013/3/1,17,0,17,0,0,0,0,0,0,2722519
5103,2013/4/1,52,0,52,1,0,0,0,0,0,2722519
5103,2013/5/1,161,0,161,0,3,0,0,0,0,2722519
5103,2013/6/1,252,1,251,1,6,4,0,1,0,2722519
5103,2013/7/1,219,3,216,0,1,1,0,2,0,2722519
5103,2013/8/1,80,0,80,0,1,0,0,0,0,2722519
5103,2013/9/1,145,0,145,0,4,2,0,0,0,2722519
5103,2013/10/1,124,0,124,0,3,1,0,0,0,2722519
5103,2013/11/1,96,0,96,0,0,0,0,0,0,2722519
5103,2013/12/1,63,0,63,0,0,0,0,0,0,2722519
5103,2014/1/1,42,0,42,0,0,0,0,0,0,2745554
5103,2014/2/1,43,0,43,0,0,0,0,0,0,2745554
5103,2014/3/1,113,0,113,0,0,5,0,0,0,2745554
5103,2014/4/1,152,0,152,2,1,2,0,0,0,2745554
5103,2014/5/1,124,0,124,0,0,3,0,0,0,2745554
5103,2014/6/1,188,0,188,0,1,2,0,0,0,2745554
5103,2014/7/1,160,0,160,2,0,1,0,0,0,2745554
5103,2014/8/1,58,0,58,0,0,1,0,0,0,2745554
5103,2014/9/1,101,0,101,0,0,0,0,0,0,2745554
5103,2014/10/1,289,0,289,7,1,2,0,0,0,2745554
5103,2014/11/1,281,0,281,0,2,2,0,0,0,2745554
5103,2014/12/1,180,1,179,0,1,1,0,1,0,2745554
5103,2015/1/1,74,0,74,0,0,0,0,0,0,2770189
5103,2015/2/1,40,0,40,0,0,0,0,0,0,2770189
5103,2015/3/1,74,0,74,0,0,1,0,0,0,2770189
5103,2015/4/1,152,0,152,0,1,3,0,0,0,2770189
5103,2015/5/1,143,0,143,0,4,3,0,0,0,2770189
5103,2015/6/1,142,0,142,4,2,2,0,0,0,2770189
5103,2015/7/1,108,0,108,1,2,8,0,0,0,2770189
5103,2015/8/1,31,0,31,0,0,5,0,0,0,2770189
5103,2015/9/1,57,0,57,1,1,22,0,0,0,2770189
5103,2015/10/1,91,0,91,1,0,26,0,0,0,2770189
5103,2015/11/1,118,0,118,1,0,40,0,0,0,2770189
5103,2015/12/1,110,0,110,3,1,11,0,0,0,2770189
5104,2009/1/1,20,0,20,0,0,0,0,0,0,1206611
5104,2009/2/1,7,0,7,0,0,0,0,0,0,1206611
5104,2009/3/1,25,0,25,0,0,0,0,0,0,1206611
5104,2009/4/1,118,0,118,0,0,0,0,0,0,1206611
5104,2009/5/1,115,0,115,0,0,0,0,0,0,1206611
5104,2009/6/1,84,0,84,0,0,0,0,0,0,1206611
5104,2009/7/1,98,0,98,0,0,0,0,0,0,1206611
5104,2009/8/1,50,0,50,0,0,0,0,0,0,1206611
5104,2009/9/1,14,0,14,0,0,0,0,0,0,1206611
5104,2009/10/1,16,0,16,0,0,0,0,0,0,1206611
5104,2009/11/1,13,0,13,0,0,0,0,0,0,1206611
5104,2009/12/1,33,0,33,0,0,0,0,0,0,1206611
5104,2010/1/1,35,0,35,0,0,0,0,0,0,1213991
5104,2010/2/1,6,0,6,0,0,0,0,0,0,1213991
5104,2010/3/1,8,0,8,0,0,0,0,0,0,1213991
5104,2010/4/1,34,0,34,0,0,0,0,0,0,1213991
5104,2010/5/1,115,0,115,5,5,0,0,0,0,1213991
5104,2010/6/1,265,0,265,10,2,1,0,0,0,1213991
5104,2010/7/1,343,0,343,7,2,1,0,0,0,1213991
5104,2010/8/1,71,0,71,3,0,0,0,0,0,1213991
5104,2010/9/1,76,0,76,6,0,0,0,0,0,1213991
5104,2010/10/1,58,0,58,0,0,0,0,0,0,1213991
5104,2010/11/1,65,0,65,0,0,0,0,0,0,1213991
5104,2010/12/1,49,0,49,0,0,0,0,0,0,1213991
5104,2011/1/1,52,0,52,0,0,0,0,0,0,1219746
5104,2011/2/1,13,0,13,0,0,0,0,0,0,1219746
5104,2011/3/1,11,0,11,0,0,0,0,0,0,1219746
5104,2011/4/1,16,0,16,0,0,0,0,0,0,1219746
5104,2011/5/1,18,0,18,0,0,0,0,0,0,1219746
5104,2011/6/1,38,0,38,0,2,0,0,0,0,1219746
5104,2011/7/1,55,0,55,3,4,0,0,0,0,1219746
5104,2011/8/1,31,0,31,3,0,0,0,0,0,1219746
5104,2011/9/1,23,0,23,2,0,0,0,0,0,1219746
5104,2011/10/1,14,0,14,1,2,1,0,0,0,1219746
5104,2011/11/1,29,0,29,2,1,1,0,0,0,1219746
5104,2011/12/1,38,0,38,1,2,0,0,0,0,1219746
5104,2012/1/1,13,0,13,0,0,0,0,0,0,1224133
5104,2012/2/1,14,0,14,2,3,0,0,0,0,1224133
5104,2012/3/1,9,0,9,1,3,1,0,0,0,1224133
5104,2012/4/1,55,0,55,4,13,0,0,0,0,1224133
5104,2012/5/1,175,2,173,20,21,7,0,2,0,1224133
5104,2012/6/1,224,1,223,5,10,8,0,1,0,1224133
5104,2012/7/1,122,1,121,1,1,0,0,1,0,1224133
5104,2012/8/1,94,0,94,0,0,0,0,0,0,1224133
5104,2012/9/1,66,0,66,0,0,0,0,0,0,1224133
5104,2012/10/1,56,0,56,0,0,0,0,0,0,1224133
5104,2012/11/1,70,0,70,0,0,0,0,0,0,1224133
5104,2012/12/1,49,0,49,0,0,0,0,0,0,1224133
5104,2013/1/1,26,0,26,0,0,0,0,0,0,1227493
5104,2013/2/1,8,0,8,0,1,0,0,0,0,1227493
5104,2013/3/1,33,0,33,3,5,4,0,0,0,1227493
5104,2013/4/1,70,0,70,4,5,10,0,0,0,1227493
5104,2013/5/1,163,0,163,2,2,7,0,0,0,1227493
5104,2013/6/1,222,0,222,3,5,12,0,0,0,1227493
5104,2013/7/1,145,1,144,0,7,6,0,0,0,1227493
5104,2013/8/1,45,0,45,0,1,1,0,0,0,1227493
5104,2013/9/1,25,0,25,1,2,0,0,0,0,1227493
5104,2013/10/1,13,0,13,0,1,0,0,0,0,1227493
5104,2013/11/1,34,0,34,0,6,0,0,0,0,1227493
5104,2013/12/1,105,5,100,0,11,4,0,3,1,1227493
5104,2014/1/1,55,3,52,0,3,3,0,3,0,1230168
5104,2014/2/1,33,0,33,0,7,1,0,0,0,1230168
5104,2014/3/1,101,1,100,0,6,4,0,0,1,1230168
5104,2014/4/1,138,7,131,2,12,2,0,3,1,1230168
5104,2014/5/1,239,18,221,3,4,7,0,11,4,1230168
5104,2014/6/1,331,15,316,0,18,4,0,4,3,1230168
5104,2014/7/1,225,6,219,4,1,5,0,2,1,1230168
5104,2014/8/1,51,2,49,0,1,4,0,1,0,1230168
5104,2014/9/1,55,0,55,0,0,1,0,0,0,1230168
5104,2014/10/1,49,1,48,4,0,1,0,0,0,1230168
5104,2014/11/1,47,0,47,3,0,0,0,0,0,1230168
5104,2014/12/1,136,0,136,0,0,1,0,0,0,1230168
5104,2015/1/1,127,0,127,8,1,4,0,0,0,1232501
5104,2015/2/1,60,0,60,5,1,4,0,0,0,1232501
5104,2015/3/1,71,0,71,8,1,6,0,0,0,1232501
5104,2015/4/1,99,1,98,12,0,7,0,1,0,1232501
5104,2015/5/1,149,0,149,16,2,5,0,0,0,1232501
5104,2015/6/1,158,3,155,15,3,2,1,1,1,1232501
5104,2015/7/1,125,2,123,8,2,1,1,1,0,1232501
5104,2015/8/1,126,0,126,4,3,1,0,0,0,1232501
5104,2015/9/1,143,0,143,2,0,8,0,0,0,1232501
5104,2015/10/1,78,0,78,2,0,7,0,0,0,1232501
5104,2015/11/1,67,0,67,0,0,4,0,0,0,1232501
5104,2015/12/1,89,0,89,0,0,4,0,0,0,1232501
5105,2009/1/1,0,0,0,0,0,0,0,0,0,4220412
5105,2009/2/1,0,0,0,0,0,0,0,0,0,4220412
5105,2009/3/1,9,0,9,0,2,1,0,0,0,4220412
5105,2009/4/1,11,0,11,0,0,0,0,0,0,4220412
5105,2009/5/1,22,0,22,0,1,2,0,0,0,4220412
5105,2009/6/1,24,0,24,0,0,1,0,0,0,4220412
5105,2009/7/1,13,0,13,1,0,0,0,0,0,4220412
5105,2009/8/1,3,0,3,1,0,0,0,0,0,4220412
5105,2009/9/1,4,0,4,0,0,0,0,0,0,4220412
5105,2009/10/1,10,0,10,0,0,0,0,0,0,4220412
5105,2009/11/1,14,0,14,0,0,0,0,0,0,4220412
5105,2009/12/1,12,0,12,0,0,0,0,0,0,4220412
5105,2010/1/1,10,0,10,0,1,1,0,0,0,4218006
5105,2010/2/1,11,0,11,0,0,2,0,0,0,4218006
5105,2010/3/1,24,1,23,3,0,0,0,0,0,4218006
5105,2010/4/1,63,0,63,12,0,2,0,0,0,4218006
5105,2010/5/1,39,0,39,6,2,4,0,0,0,4218006
5105,2010/6/1,53,0,53,7,6,7,0,0,0,4218006
5105,2010/7/1,58,1,57,9,6,16,0,1,0,4218006
5105,2010/8/1,9,0,9,0,2,0,0,0,0,4218006
5105,2010/9/1,8,0,8,1,0,0,0,0,0,4218006
5105,2010/10/1,24,0,24,0,0,0,0,0,0,4218006
5105,2010/11/1,24,0,24,0,0,0,0,0,0,4218006
5105,2010/12/1,24,0,24,0,0,0,0,0,0,4218006
5105,2011/1/1,21,0,21,0,0,0,0,0,0,4222323
5105,2011/2/1,5,0,5,0,0,0,0,0,0,4222323
5105,2011/3/1,6,0,6,1,0,0,0,0,0,4222323
5105,2011/4/1,15,0,15,3,0,1,0,0,0,4222323
5105,2011/5/1,32,0,32,7,4,8,0,0,0,4222323
5105,2011/6/1,46,3,43,2,0,4,2,0,0,4222323
5105,2011/7/1,43,1,42,5,1,2,0,0,0,4222323
5105,2011/8/1,30,0,30,5,0,5,0,0,0,4222323
5105,2011/9/1,18,0,18,2,0,0,0,0,0,4222323
5105,2011/10/1,81,0,81,16,1,2,0,0,0,4222323
5105,2011/11/1,125,0,125,31,1,7,0,0,0,4222323
5105,2011/12/1,91,0,91,14,0,2,0,0,0,4222323
5105,2012/1/1,22,0,22,5,0,0,0,0,0,4232718
5105,2012/2/1,23,0,23,4,0,0,0,0,0,4232718
5105,2012/3/1,32,0,32,6,3,1,0,0,0,4232718
5105,2012/4/1,77,0,77,1,10,6,0,0,0,4232718
5105,2012/5/1,170,0,170,18,25,2,0,0,0,4232718
5105,2012/6/1,131,0,131,11,20,11,0,0,0,4232718
5105,2012/7/1,72,0,72,4,9,12,0,0,0,4232718
5105,2012/8/1,24,0,24,0,3,7,0,0,0,4232718
5105,2012/9/1,19,0,19,3,0,2,0,0,0,4232718
5105,2012/10/1,33,0,33,2,2,6,0,0,0,4232718
5105,2012/11/1,70,0,70,4,0,11,0,0,0,4232718
5105,2012/12/1,64,0,64,0,0,0,0,0,0,4232718
5105,2013/1/1,41,0,41,0,0,3,0,0,0,4247674
5105,2013/2/1,37,0,37,2,1,1,0,0,0,4247674
5105,2013/3/1,87,0,87,2,18,10,0,0,0,4247674
5105,2013/4/1,84,0,84,8,16,8,0,0,0,4247674
5105,2013/5/1,76,0,76,3,6,6,0,0,0,4247674
5105,2013/6/1,89,0,89,11,12,15,0,0,0,4247674
5105,2013/7/1,52,0,52,4,2,13,0,0,0,4247674
5105,2013/8/1,23,0,23,1,1,3,0,0,0,4247674
5105,2013/9/1,41,0,41,1,0,8,0,0,0,4247674
5105,2013/10/1,56,0,56,1,1,9,0,0,0,4247674
5105,2013/11/1,49,0,49,0,0,6,0,0,0,4247674
5105,2013/12/1,44,0,44,0,0,3,0,0,0,4247674
5105,2014/1/1,24,0,24,3,1,0,0,0,0,4265672
5105,2014/2/1,15,0,15,1,1,0,0,0,0,4265672
5105,2014/3/1,87,0,87,9,3,9,0,0,0,4265672
5105,2014/4/1,134,0,134,13,11,14,0,0,0,4265672
5105,2014/5/1,156,2,154,28,19,10,0,0,0,4265672
5105,2014/6/1,224,1,223,38,19,15,0,0,0,4265672
5105,2014/7/1,122,1,121,12,2,8,0,0,0,4265672
5105,2014/8/1,62,0,62,7,1,6,0,0,0,4265672
5105,2014/9/1,171,0,171,2,6,16,0,0,0,4265672
5105,2014/10/1,272,1,271,7,11,20,0,1,0,4265672
5105,2014/11/1,259,1,258,12,4,16,0,1,0,4265672
5105,2014/12/1,123,0,123,0,1,2,0,0,0,4265672
5105,2015/1/1,70,0,70,2,7,4,0,0,0,4285191
5105,2015/2/1,40,0,40,1,2,2,0,0,0,4285191
5105,2015/3/1,69,0,69,5,1,4,0,0,0,4285191
5105,2015/4/1,106,0,106,11,8,19,0,0,0,4285191
5105,2015/5/1,157,0,157,6,14,12,0,0,0,4285191
5105,2015/6/1,167,0,167,3,9,25,0,0,0,4285191
5105,2015/7/1,82,0,82,1,6,12,0,0,0,4285191
5105,2015/8/1,39,0,39,0,1,2,0,0,0,4285191
5105,2015/9/1,97,0,97,0,0,6,0,0,0,4285191
5105,2015/10/1,172,0,172,0,4,29,0,0,0,4285191
5105,2015/11/1,272,0,272,3,9,48,0,0,0,4285191
5105,2015/12/1,224,0,224,0,4,25,0,0,0,4285191
5106,2009/1/1,1,0,1,0,0,0,0,0,0,3635182
5106,2009/2/1,4,0,4,0,0,0,0,0,0,3635182
5106,2009/3/1,36,0,36,0,0,0,0,0,0,3635182
5106,2009/4/1,183,0,183,0,0,0,0,0,0,3635182
5106,2009/5/1,164,0,164,0,0,0,0,0,0,3635182
5106,2009/6/1,138,0,138,0,0,0,0,0,0,3635182
5106,2009/7/1,99,1,98,0,0,0,0,0,1,3635182
