Pref,YearMonth,Y,Y_severe,Y_mild,Z_mild_1,Z_mild_2,Z_mild_3,Z_severe_1,Z_severe_2,Z_severe_3,pop
5115,2011/12/1,45,0,45,1,1,0,0,0,0,4478960
5115,2012/1/1,12,0,12,0,1,0,0,0,0,4483695
5115,2012/2/1,40,0,40,1,0,0,0,0,0,4483695
5115,2012/3/1,132,0,132,12,0,3,0,0,0,4483695
5115,2012/4/1,174,1,173,13,1,2,0,0,0,4483695
5115,2012/5/1,165,0,165,31,5,5,0,0,0,4483695
5115,2012/6/1,81,0,81,7,6,9,0,0,0,4483695
5115,2012/7/1,55,0,55,5,4,5,0,0,0,4483695
5115,2012/8/1,25,0,25,1,6,6,0,0,0,4483695
5115,2012/9/1,36,0,36,1,5,4,0,0,0,4483695
5115,2012/10/1,62,0,62,1,9,6,0,0,0,4483695
5115,2012/11/1,56,0,56,0,2,5,0,0,0,4483695
5115,2012/12/1,78,0,78,0,1,4,0,0,0,4483695
5115,2013/1/1,38,0,38,0,0,2,0,0,0,4486744
5115,2013/2/1,35,0,35,0,1,0,0,0,0,4486744
5115,2013/3/1,64,0,64,1,5,11,0,0,0,4486744
5115,2013/4/1,126,0,126,0,13,12,0,0,0,4486744
5115,2013/5/1,143,0,143,1,18,1,0,0,0,4486744
5115,2013/6/1,116,1,115,3,11,6,0,0,0,4486744
5115,2013/7/1,120,0,120,5,12,20,0,0,0,4486744
5115,2013/8/1,108,1,107,2,2,8,0,0,1,4486744
5115,2013/9/1,96,0,96,0,1,6,0,0,0,4486744
5115,2013/10/1,92,0,92,0,1,12,0,0,0,4486744
5115,2013/11/1,56,0,56,0,0,3,0,0,0,4486744
5115,2013/12/1,56,0,56,1,1,1,0,0,0,4486744
5115,2014/1/1,36,0,36,3,2,2,0,0,0,4488669
5115,2014/2/1,32,0,32,0,0,3,0,0,0,4488669
5115,2014/3/1,115,0,115,2,5,3,0,0,0,4488669
5115,2014/4/1,201,0,201,5,6,12,0,0,0,4488669
5115,2014/5/1,232,0,232,13,6,35,0,0,0,4488669
5115,2014/6/1,223,0,223,11,2,23,0,0,0,4488669
5115,2014/7/1,204,0,204,8,3,1,0,0,0,4488669
5115,2014/8/1,66,0,66,5,4,5,0,0,0,4488669
5115,2014/9/1,114,0,114,4,0,1,0,0,0,4488669
5115,2014/10/1,193,0,193,5,5,3,0,0,0,4488669
5115,2014/11/1,133,0,133,1,1,17,0,0,0,4488669
5115,2014/12/1,118,1,117,3,5,6,0,1,0,4488669
5115,2015/1/1,49,1,48,0,0,5,0,0,0,4490032
5115,2015/2/1,32,0,32,0,1,0,0,0,0,4490032
5115,2015/3/1,118,2,116,3,1,13,0,0,1,4490032
5115,2015/4/1,204,2,202,3,5,32,0,1,1,4490032
5115,2015/5/1,143,1,142,3,9,22,0,1,0,4490032
5115,2015/6/1,199,0,199,8,15,16,0,0,0,4490032
5115,2015/7/1,136,1,135,1,2,24,0,1,0,4490032
5115,2015/8/1,69,0,69,0,1,11,0,0,0,4490032
5115,2015/9/1,55,0,55,0,1,20,0,0,0,4490032
5115,2015/10/1,139,0,139,0,4,20,0,0,0,4490032
5115,2015/11/1,143,0,143,1,7,10,0,0,0,4490032
5115,2015/12/1,170,0,170,1,0,5,0,0,0,4490032
5116,2009/1/1,1,0,1,0,0,0,0,0,0,3241355
5116,2009/2/1,0,0,0,0,0,0,0,0,0,3241355
5116,2009/3/1,2,0,2,0,0,0,0,0,0,3241355
5116,2009/4/1,37,0,37,0,0,0,0,0,0,3241355
5116,2009/5/1,12,0,12,0,0,0,0,0,0,3241355
5116,2009/6/1,16,0,16,0,0,0,0,0,0,3241355
5116,2009/7/1,7,0,7,0,0,0,0,0,0,3241355
5116,2009/8/1,4,0,4,0,0,0,0,0,0,3241355
5116,2009/9/1,11,0,11,0,0,0,0,0,0,3241355
5116,2009/10/1,14,0,14,0,0,0,0,0,0,3241355
5116,2009/11/1,8,0,8,0,0,0,0,0,0,3241355
5116,2009/12/1,20,0,20,0,0,0,0,0,0,3241355
5116,2010/1/1,29,0,29,0,0,0,0,0,0,3205833
5116,2010/2/1,17,0,17,0,0,0,0,0,0,3205833
5116,2010/3/1,12,0,12,0,0,0,0,0,0,3205833
5116,2010/4/1,62,0,62,0,1,0,0,0,0,3205833
5116,2010/5/1,65,1,64,2,0,1,0,1,0,3205833
5116,2010/6/1,33,0,33,0,1,0,0,0,0,3205833
5116,2010/7/1,20,0,20,0,1,0,0,0,0,3205833
5116,2010/8/1,8,3,5,0,0,0,0,3,0,3205833
5116,2010/9/1,12,0,12,0,0,0,0,0,0,3205833
5116,2010/10/1,13,1,12,0,0,0,0,1,0,3205833
5116,2010/11/1,18,0,18,0,0,0,0,0,0,3205833
5116,2010/12/1,11,0,11,0,0,0,0,0,0,3205833
5116,2011/1/1,8,0,8,0,0,0,0,0,0,3189430
5116,2011/2/1,5,0,5,0,0,0,0,0,0,3189430
5116,2011/3/1,11,1,10,0,0,0,0,0,0,3189430
5116,2011/4/1,56,1,55,7,5,0,0,1,0,3189430
5116,2011/5/1,78,1,77,6,9,0,0,0,0,3189430
5116,2011/6/1,100,0,100,3,2,2,0,0,0,3189430
5116,2011/7/1,44,1,43,1,2,0,0,1,0,3189430
5116,2011/8/1,18,2,16,0,0,0,0,0,0,3189430
5116,2011/9/1,19,0,19,1,0,0,0,0,0,3189430
5116,2011/10/1,65,1,64,2,2,1,0,0,0,3189430
5116,2011/11/1,131,0,131,4,1,1,0,0,0,3189430
5116,2011/12/1,79,0,79,5,3,1,0,0,0,3189430
5116,2012/1/1,28,0,28,0,0,1,0,0,0,3189541
5116,2012/2/1,30,0,30,0,0,0,0,0,0,3189541
5116,2012/3/1,62,0,62,1,0,1,0,0,0,3189541
5116,2012/4/1,66,0,66,2,5,0,0,0,0,3189541
5116,2012/5/1,97,1,96,0,2,1,0,1,0,3189541
5116,2012/6/1,95,0,95,0,2,0,0,0,0,3189541
5116,2012/7/1,52,0,52,0,2,1,0,0,0,3189541
5116,2012/8/1,17,0,17,0,0,0,0,0,0,3189541
5116,2012/9/1,57,0,57,0,7,1,0,0,0,3189541
5116,2012/10/1,197,0,197,2,35,8,0,0,0,3189541
5116,2012/11/1,148,1,147,1,11,4,0,0,0,3189541
5116,2012/12/1,87,0,87,0,1,0,0,0,0,3189541
5116,2013/1/1,33,0,33,0,1,0,0,0,0,3201857
5116,2013/2/1,14,1,13,0,0,0,0,0,0,3201857
5116,2013/3/1,29,0,29,0,1,0,0,0,0,3201857
5116,2013/4/1,69,0,69,1,0,0,0,0,0,3201857
5116,2013/5/1,59,0,59,0,2,3,0,0,0,3201857
5116,2013/6/1,91,3,88,1,5,0,0,0,0,3201857
5116,2013/7/1,59,0,59,1,4,0,0,0,0,3201857
5116,2013/8/1,24,1,23,0,1,1,0,0,0,3201857
5116,2013/9/1,108,0,108,0,0,1,0,0,0,3201857
5116,2013/10/1,217,0,217,0,0,0,0,0,0,3201857
5116,2013/11/1,123,0,123,0,1,0,0,0,0,3201857
5116,2013/12/1,55,0,55,0,0,0,0,0,0,3201857
5116,2014/1/1,36,0,36,1,1,0,0,0,0,3222211
5116,2014/2/1,47,0,47,0,1,0,0,0,0,3222211
5116,2014/3/1,117,0,117,5,1,0,0,0,0,3222211
5116,2014/4/1,155,1,154,1,6,5,0,1,0,3222211
5116,2014/5/1,131,2,129,2,2,1,0,1,0,3222211
5116,2014/6/1,197,2,195,9,1,1,0,0,0,3222211
5116,2014/7/1,130,0,130,3,3,1,0,0,0,3222211
5116,2014/8/1,60,0,60,4,1,0,0,0,0,3222211
5116,2014/9/1,143,0,143,0,2,3,0,0,0,3222211
5116,2014/10/1,291,0,291,1,3,3,0,0,0,3222211
5116,2014/11/1,286,0,286,0,0,4,0,0,0,3222211
5116,2014/12/1,134,0,134,1,0,1,0,0,0,3222211
5116,2015/1/1,117,0,117,1,1,0,0,0,0,3246587
5116,2015/2/1,58,0,58,0,0,0,0,0,0,3246587
5116,2015/3/1,86,0,86,1,3,4,0,0,0,3246587
5116,2015/4/1,244,0,244,4,1,2,0,0,0,3246587
5116,2015/5/1,259,0,259,2,1,3,0,0,0,3246587
5116,2015/6/1,235,0,235,5,1,5,0,0,0,3246587
5116,2015/7/1,112,0,112,1,2,1,0,0,0,3246587
5116,2015/8/1,25,3,22,0,0,2,0,1,0,3246587
5116,2015/9/1,63,0,63,0,0,1,0,0,0,3246587
5116,2015/10/1,208,0,208,0,0,5,0,0,0,3246587
5116,2015/11/1,245,0,245,1,1,5,0,0,0,3246587
5116,2015/12/1,153,0,153,1,0,0,0,0,0,3246587
5117,2009/1/1,1,0,1,0,0,0,0,0,0,5470678
5117,2009/2/1,1,0,1,0,0,0,0,0,0,5470678
5117,2009/3/1,12,0,12,0,0,0,0,0,0,5470678
5117,2009/4/1,49,0,49,0,0,1,0,0,0,5470678
5117,2009/5/1,108,0,108,0,0,0,0,0,0,5470678
5117,2009/6/1,68,1,67,0,0,0,0,0,0,5470678
5117,2009/7/1,34,0,34,0,0,0,0,0,0,5470678
5117,2009/8/1,1,0,1,0,0,0,0,0,0,5470678
5117,2009/9/1,5,0,5,0,0,0,0,0,0,5470678
5117,2009/10/1,17,0,17,0,0,0,0,0,0,5470678
5117,2009/11/1,15,1,14,0,0,0,0,0,0,5470678
5117,2009/12/1,18,0,18,0,0,1,0,0,0,5470678
5117,2010/1/1,27,2,25,0,0,0,0,0,0,5468012
5117,2010/2/1,5,0,5,0,0,0,0,0,0,5468012
5117,2010/3/1,22,0,22,0,0,0,0,0,0,5468012
5117,2010/4/1,95,1,94,10,0,1,0,0,0,5468012
5117,2010/5/1,130,3,127,13,7,1,0,1,1,5468012
5117,2010/6/1,76,1,75,6,5,3,0,0,0,5468012
5117,2010/7/1,47,3,44,1,1,0,0,0,2,5468012
5117,2010/8/1,11,1,10,0,0,0,0,0,0,5468012
5117,2010/9/1,15,0,15,0,0,0,0,0,0,5468012
5117,2010/10/1,17,0,17,0,0,0,0,0,0,5468012
5117,2010/11/1,15,0,15,0,0,0,0,0,0,5468012
5117,2010/12/1,16,1,15,0,0,0,0,1,0,5468012
5117,2011/1/1,5,0,5,0,0,0,0,0,0,5475316
5117,2011/2/1,5,0,5,0,0,0,0,0,0,5475316
5117,2011/3/1,26,0,26,0,0,0,0,0,0,5475316
5117,2011/4/1,37,0,37,0,0,0,0,0,0,5475316
5117,2011/5/1,51,0,51,0,0,1,0,0,0,5475316
5117,2011/6/1,41,0,41,1,4,1,0,0,0,5475316
5117,2011/7/1,33,2,31,1,0,0,0,0,0,5475316
5117,2011/8/1,19,1,18,0,0,0,0,0,0,5475316
5117,2011/9/1,22,0,22,1,0,0,0,0,0,5475316
5117,2011/10/1,52,0,52,0,0,0,0,0,0,5475316
5117,2011/11/1,110,1,109,1,0,0,0,0,0,5475316
5117,2011/12/1,78,0,78,1,4,0,0,0,0,5475316
5117,2012/1/1,28,0,28,0,0,0,0,0,0,5491025
5117,2012/2/1,35,0,35,0,1,0,0,0,0,5491025
5117,2012/3/1,45,0,45,2,1,2,0,0,0,5491025
5117,2012/4/1,102,0,102,5,1,2,0,0,0,5491025
5117,2012/5/1,287,3,284,5,7,4,0,2,0,5491025
5117,2012/6/1,378,5,373,7,12,0,0,1,0,5491025
5117,2012/7/1,279,2,277,0,4,2,0,0,0,5491025
5117,2012/8/1,92,1,91,0,3,0,0,1,0,5491025
5117,2012/9/1,148,0,148,0,5,0,0,0,0,5491025
5117,2012/10/1,336,2,334,3,2,3,0,1,0,5491025
5117,2012/11/1,226,0,226,0,5,0,0,0,0,5491025
5117,2012/12/1,260,1,259,0,2,0,0,1,0,5491025
5117,2013/1/1,129,0,129,0,0,0,0,0,0,5513040
5117,2013/2/1,53,0,53,0,0,0,0,0,0,5513040
5117,2013/3/1,102,1,101,0,0,0,0,1,0,5513040
5117,2013/4/1,154,0,154,0,0,3,0,0,0,5513040
5117,2013/5/1,195,0,195,1,0,2,0,0,0,5513040
5117,2013/6/1,176,4,172,0,0,3,0,1,0,5513040
5117,2013/7/1,111,0,111,0,3,6,0,0,0,5513040
5117,2013/8/1,83,0,83,0,0,1,0,0,0,5513040
5117,2013/9/1,271,0,271,0,0,9,0,0,0,5513040
5117,2013/10/1,374,0,374,0,0,4,0,0,0,5513040
5117,2013/11/1,269,0,269,0,0,1,0,0,0,5513040
5117,2013/12/1,116,0,116,0,0,1,0,0,0,5513040
5117,2014/1/1,51,0,51,0,0,0,0,0,0,5539261
5117,2014/2/1,54,0,54,0,1,0,0,0,0,5539261
5117,2014/3/1,171,1,170,1,3,0,0,1,0,5539261
5117,2014/4/1,382,1,381,6,13,2,0,1,0,5539261
5117,2014/5/1,563,1,562,15,32,1,1,0,0,5539261
5117,2014/6/1,513,2,511,14,8,0,1,0,0,5539261
5117,2014/7/1,255,1,254,6,3,0,0,0,0,5539261
5117,2014/8/1,76,0,76,1,0,0,0,0,0,5539261
5117,2014/9/1,333,1,332,6,0,5,0,0,0,5539261
5117,2014/10/1,566,1,565,0,1,5,0,1,0,5539261
5117,2014/11/1,396,2,394,0,0,1,0,1,1,5539261
5117,2014/12/1,253,0,253,0,1,1,0,0,0,5539261
5117,2015/1/1,184,0,184,0,0,0,0,0,0,5567587
5117,2015/2/1,63,0,63,0,0,0,0,0,0,5567587
5117,2015/3/1,124,0,124,0,1,1,0,0,0,5567587
5117,2015/4/1,191,2,189,2,0,0,0,2,0,5567587
5117,2015/5/1,251,2,249,5,1,1,0,1,1,5567587
5117,2015/6/1,270,2,268,0,2,3,0,1,1,5567587
5117,2015/7/1,109,0,109,0,3,0,0,0,0,5567587
5117,2015/8/1,57,0,57,0,4,1,0,0,0,5567587
5117,2015/9/1,102,0,102,1,0,5,0,0,0,5567587
5117,2015/10/1,216,1,215,0,3,1,0,1,0,5567587
5117,2015/11/1,291,0,291,2,3,12,0,0,0,5567587
5117,2015/12/1,257,0,257,0,1,0,0,0,0,5567587
5118,2009/1/1,6,0,6,0,0,0,0,0,0,1503136
5118,2009/2/1,7,0,7,0,0,0,0,0,0,1503136
5118,2009/3/1,32,0,32,0,2,0,0,0,0,1503136
5118,2009/4/1,145,1,144,0,1,0,0,1,0,1503136
5118,2009/5/1,113,0,113,0,2,0,0,0,0,1503136
5118,2009/6/1,98,0,98,0,2,0,0,0,0,1503136
5118,2009/7/1,45,0,45,0,0,0,0,0,0,1503136
5118,2009/8/1,19,2,17,0,0,0,0,2,0,1503136
5118,2009/9/1,5,0,5,0,0,0,0,0,0,1503136
5118,2009/10/1,29,1,28,0,0,0,0,0,0,1503136
5118,2009/11/1,59,0,59,0,0,0,0,0,0,1503136
5118,2009/12/1,94,0,94,1,0,0,0,0,0,1503136
5118,2010/1/1,267,0,267,2,0,0,0,0,0,1506992
5118,2010/2/1,149,0,149,1,0,0,0,0,0,1506992
5118,2010/3/1,334,0,334,6,1,1,0,0,0,1506992
5118,2010/4/1,507,0,507,10,0,4,0,0,0,1506992
5118,2010/5/1,284,0,284,9,1,5,0,0,0,1506992
5118,2010/6/1,168,1,167,4,3,0,0,1,0,1506992
5118,2010/7/1,108,0,108,3,6,1,0,0,0,1506992
5118,2010/8/1,32,0,32,0,1,0,0,0,0,1506992
5118,2010/9/1,17,0,17,0,0,0,0,0,0,1506992
5118,2010/10/1,20,0,20,0,0,0,0,0,0,1506992
5118,2010/11/1,72,0,72,0,0,0,0,0,0,1506992
5118,2010/12/1,125,0,125,0,0,0,0,0,0,1506992
5118,2011/1/1,51,0,51,0,0,0,0,0,0,1512663
5118,2011/2/1,23,0,23,0,0,0,0,0,0,1512663
5118,2011/3/1,92,0,92,0,9,4,0,0,0,1512663
5118,2011/4/1,243,0,243,1,14,41,0,0,0,1512663
5118,2011/5/1,260,0,260,2,13,22,0,0,0,1512663
5118,2011/6/1,156,0,156,1,6,5,0,0,0,1512663
5118,2011/7/1,81,0,81,0,0,0,0,0,0,1512663
5118,2011/8/1,27,0,27,1,0,0,0,0,0,1512663
5118,2011/9/1,25,0,25,1,1,2,0,0,0,1512663
5118,2011/10/1,62,0,62,6,0,0,0,0,0,1512663
5118,2011/11/1,94,1,93,2,0,0,0,0,0,1512663
5118,2011/12/1,104,0,104,0,0,0,0,0,0,1512663
5118,2012/1/1,37,0,37,1,0,0,0,0,0,1519864
5118,2012/2/1,19,0,19,0,0,0,0,0,0,1519864
5118,2012/3/1,72,0,72,2,0,1,0,0,0,1519864
5118,2012/4/1,206,0,206,20,4,1,0,0,0,1519864
5118,2012/5/1,221,0,221,25,11,0,0,0,0,1519864
5118,2012/6/1,170,0,170,16,8,4,0,0,0,1519864
5118,2012/7/1,152,0,152,4,8,2,0,0,0,1519864
5118,2012/8/1,49,0,49,5,0,1,0,0,0,1519864
5118,2012/9/1,53,0,53,7,0,1,0,0,0,1519864
5118,2012/10/1,123,0,123,2,3,2,0,0,0,1519864
5118,2012/11/1,127,0,127,2,2,2,0,0,0,1519864
5118,2012/12/1,81,0,81,1,4,2,0,0,0,1519864
5118,2013/1/1,36,0,36,0,0,0,0,0,0,1528213
5118,2013/2/1,12,0,12,0,1,0,0,0,0,1528213
5118,2013/3/1,12,0,12,0,0,0,0,0,0,1528213
5118,2013/4/1,26,0,26,1,0,4,0,0,0,1528213
5118,2013/5/1,39,0,39,6,2,7,0,0,0,1528213
5118,2013/6/1,70,0,70,7,7,6,0,0,0,1528213
5118,2013/7/1,110,3,107,2,21,8,0,2,0,1528213
5118,2013/8/1,65,0,65,7,10,11,0,0,0,1528213
5118,2013/9/1,73,1,72,11,9,7,0,1,0,1528213
5118,2013/10/1,154,0,154,6,14,14,0,0,0,1528213
5118,2013/11/1,482,4,478,2,5,1,0,1,0,1528213
5118,2013/12/1,414,3,411,0,0,1,0,1,2,1528213
5118,2014/1/1,213,0,213,0,2,0,0,0,0,1537327
5118,2014/2/1,120,0,120,1,1,0,0,0,0,1537327
5118,2014/3/1,305,0,305,14,35,3,0,0,0,1537327
5118,2014/4/1,385,1,384,14,23,18,0,0,0,1537327
5118,2014/5/1,282,1,281,11,0,6,0,0,0,1537327
5118,2014/6/1,169,0,169,0,0,0,0,0,0,1537327
5118,2014/7/1,108,0,108,3,0,2,0,0,0,1537327
5118,2014/8/1,32,1,31,1,0,0,0,0,0,1537327
5118,2014/9/1,64,0,64,1,0,3,0,0,0,1537327
5118,2014/10/1,192,1,191,4,2,6,0,0,0,1537327
5118,2014/11/1,223,1,222,1,0,3,0,0,1,1537327
5118,2014/12/1,136,0,136,1,0,0,0,0,0,1537327
5118,2015/1/1,95,0,95,2,1,0,0,0,0,1546824
5118,2015/2/1,34,0,34,1,0,1,0,0,0,1546824
5118,2015/3/1,51,0,51,1,0,3,0,0,0,1546824
5118,2015/4/1,105,0,105,12,1,11,0,0,0,1546824
5118,2015/5/1,98,0,98,21,5,16,0,0,0,1546824
5118,2015/6/1,109,0,109,14,4,12,0,0,0,1546824
5118,2015/7/1,71,0,71,5,0,8,0,0,0,1546824
5118,2015/8/1,36,0,36,2,0,7,0,0,0,1546824
5118,2015/9/1,27,0,27,0,0,5,0,0,0,1546824
5118,2015/10/1,44,0,44,2,2,5,0,0,0,1546824
5118,2015/11/1,57,1,56,4,1,10,0,0,0,1546824
5118,2015/12/1,102,0,102,0,0,14,0,0,0,1546824
5119,2009/1/1,0,0,0,0,0,0,0,0,0,3279154
5119,2009/2/1,1,0,1,0,0,0,0,0,0,3279154
5119,2009/3/1,13,0,13,0,0,0,0,0,0,3279154
5119,2009/4/1,85,0,85,0,1,0,0,0,0,3279154
5119,2009/5/1,39,0,39,0,1,0,0,0,0,3279154
5119,2009/6/1,29,0,29,0,0,0,0,0,0,3279154
5119,2009/7/1,6,0,6,0,0,0,0,0,0,3279154
5119,2009/8/1,9,0,9,0,0,0,0,0,0,3279154
5119,2009/9/1,6,0,6,0,0,0,0,0,0,3279154
5119,2009/10/1,12,0,12,0,0,0,0,0,0,3279154
5119,2009/11/1,17,1,16,0,0,0,0,0,0,3279154
5119,2009/12/1,30,0,30,0,0,0,0,0,0,3279154
5119,2010/1/1,52,0,52,0,0,0,0,0,0,3284003
5119,2010/2/1,26,0,26,0,0,0,0,0,0,3284003
5119,2010/3/1,44,0,44,0,0,0,0,0,0,3284003
5119,2010/4/1,121,1,120,1,4,3,0,1,0,3284003
5119,2010/5/1,212,2,210,3,6,0,0,1,0,3284003
5119,2010/6/1,213,1,212,1,3,2,0,0,0,3284003
5119,2010/7/1,173,2,171,0,1,0,0,1,1,3284003
5119,2010/8/1,49,0,49,0,1,0,0,0,0,3284003
5119,2010/9/1,26,0,26,0,0,0,0,0,0,3284003
5119,2010/10/1,32,0,32,0,0,0,0,0,0,3284003
5119,2010/11/1,62,0,62,0,0,0,0,0,0,3284003
5119,2010/12/1,72,0,72,0,0,0,0,0,0,3284003
5119,2011/1/1,69,0,69,1,0,0,0,0,0,3290648
5119,2011/2/1,11,0,11,0,0,0,0,0,0,3290648
5119,2011/3/1,20,0,20,0,0,0,0,0,0,3290648
5119,2011/4/1,62,0,62,4,7,3,0,0,0,3290648
5119,2011/5/1,63,1,62,2,3,0,0,1,0,3290648
5119,2011/6/1,104,1,103,8,13,6,0,1,0,3290648
5119,2011/7/1,69,0,69,6,9,5,0,0,0,3290648
5119,2011/8/1,33,0,33,3,0,0,0,0,0,3290648
5119,2011/9/1,29,0,29,1,2,0,0,0,0,3290648
5119,2011/10/1,27,0,27,0,0,0,0,0,0,3290648
5119,2011/11/1,33,0,33,0,1,0,0,0,0,3290648
5119,2011/12/1,67,0,67,0,3,0,0,0,0,3290648
5119,2012/1/1,34,1,33,3,3,0,0,1,0,3298807
5119,2012/2/1,26,0,26,2,1,1,0,0,0,3298807
5119,2012/3/1,128,0,128,15,4,6,0,0,0,3298807
5119,2012/4/1,216,1,215,14,7,7,0,0,0,3298807
5119,2012/5/1,216,0,216,10,5,7,0,0,0,3298807
5119,2012/6/1,208,2,206,7,0,3,0,0,0,3298807
5119,2012/7/1,87,0,87,2,4,1,0,0,0,3298807
5119,2012/8/1,31,0,31,0,0,0,0,0,0,3298807
5119,2012/9/1,39,0,39,4,0,0,0,0,0,3298807
5119,2012/10/1,103,1,102,3,0,3,0,0,1,3298807
5119,2012/11/1,153,0,153,0,2,5,0,0,0,3298807
5119,2012/12/1,136,1,135,1,6,7,0,1,0,3298807
5119,2013/1/1,67,0,67,1,1,1,0,0,0,3308104
5119,2013/2/1,30,0,30,0,0,1,0,0,0,3308104
5119,2013/3/1,137,0,137,0,10,2,0,0,0,3308104
5119,2013/4/1,394,1,393,0,22,3,0,0,0,3308104
5119,2013/5/1,316,0,316,4,17,5,0,0,0,3308104
5119,2013/6/1,178,1,177,1,55,14,0,0,0,3308104
5119,2013/7/1,88,0,88,1,8,14,0,0,0,3308104
